SK_FATO_META;ID_META_ORIGEM;SK_TEMPO;SK_LOJA;SK_CANALVENDA;SK_PRODUTO;SK_CATEGORIA;SK_MARCA;ANO;MES;ANO_MES;TIPO_META;META_FATURAMENTO_BRUTO;META_FATURAMENTO_LIQUIDO;META_QTD_VENDAS;META_QTD_ITENS;META_TICKET_MEDIO;META_MARGEM_BRUTA;META_PERCENTUAL_MARGEM;DATA_INICIO_META;DATA_FIM_META;FL_META_ATIVA;DATA_CARGA;DATA_ATUALIZACAO_DW
3654;MET00003654;20250701;2;1;;4;;2025;7;2025-07;MISTA;63678.23;56345.65;1502.266;2408.9029;37.51;10393.05;18.4452;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3655;MET00003655;20250701;2;1;;5;;2025;7;2025-07;MISTA;26424.48;24426.82;1373.1661;1813.4217;17.79;7835.64;32.078;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3656;MET00003656;20250701;2;1;;6;;2025;7;2025-07;MISTA;142539.47;126863.46;3141.0656;7709.0359;40.39;25819.73;20.3524;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3657;MET00003657;20250701;2;1;;7;;2025;7;2025-07;MISTA;169510.79;149829.2;1506.42;1931.5185;99.46;38662.7;25.8045;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3658;MET00003658;20250701;2;1;;8;;2025;7;2025-07;MISTA;77645.71;75023.67;1039.6048;2556.7;72.17;18683.57;24.9036;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3659;MET00003659;20250701;2;1;;9;;2025;7;2025-07;MISTA;162359.99;147089.95;1333.8795;1841.8482;110.27;48676.5;33.093;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3660;MET00003660;20250701;2;1;;10;;2025;7;2025-07;MISTA;29324.26;28413.45;3140.7454;6694.827;9.05;9366.54;32.9652;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3661;MET00003661;20250701;2;2;;1;;2025;7;2025-07;MISTA;92919.93;85171.1;3211.5921;6379.8919;26.52;26585.04;31.2137;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3662;MET00003662;20250701;2;2;;2;;2025;7;2025-07;MISTA;96814.26;90501.34;3363.5777;4892.7463;26.91;29024.74;32.0711;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3663;MET00003663;20250701;2;2;;3;;2025;7;2025-07;MISTA;51704.54;48262.08;1989.2619;4415.2514;24.26;8691.24;18.0084;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3664;MET00003664;20250701;2;2;;4;;2025;7;2025-07;MISTA;72925.7;67167.4;1339.6869;1776.0104;50.14;17439.22;25.9638;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3665;MET00003665;20250701;2;2;;5;;2025;7;2025-07;MISTA;73637.74;67141.99;1118.8479;1825.0052;60.01;14053.77;20.9314;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3666;MET00003666;20250701;2;2;;6;;2025;7;2025-07;MISTA;178898.73;167415.86;2175.1316;5987.8904;76.97;61023.69;36.4504;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3667;MET00003667;20250701;2;2;;7;;2025;7;2025-07;MISTA;116089.7;109138.39;1619.4849;3168.0718;67.39;38959.7;35.6975;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3668;MET00003668;20250701;2;2;;8;;2025;7;2025-07;MISTA;51324.01;48402.02;1709.2551;4691.4058;28.32;13318.54;27.5165;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3669;MET00003669;20250701;2;2;;9;;2025;7;2025-07;MISTA;89821.37;80199.59;1216.7662;2326.0399;65.91;26462.55;32.9959;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3670;MET00003670;20250701;2;2;;10;;2025;7;2025-07;MISTA;131400.99;120096.05;1569.1324;3939.6007;76.54;27007.76;22.4885;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3671;MET00003671;20250701;2;3;;1;;2025;7;2025-07;MISTA;168082.47;160867.83;2941.0424;6999.2925;54.7;55042.02;34.2157;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3672;MET00003672;20250701;2;3;;2;;2025;7;2025-07;MISTA;168144.09;160033.36;2580.2721;4405.1178;62.02;57330.79;35.8243;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3673;MET00003673;20250701;2;3;;3;;2025;7;2025-07;MISTA;134350.57;128326.06;2494.5512;3469.1317;51.44;30777.38;23.9837;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3674;MET00003674;20250701;2;3;;4;;2025;7;2025-07;MISTA;62539.38;56856.23;1069.4573;1872.0914;53.16;18449.6;32.4496;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3675;MET00003675;20250701;2;3;;5;;2025;7;2025-07;MISTA;67822.33;64372.96;1853.5596;3387.1555;34.73;21670.75;33.6644;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3676;MET00003676;20250701;2;3;;6;;2025;7;2025-07;MISTA;43545.86;41309.24;3201.5734;8911.5002;12.9;7722.79;18.6951;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3677;MET00003677;20250701;2;3;;7;;2025;7;2025-07;MISTA;92812.1;83033.43;3279.8864;4218.9656;25.32;23472.19;28.2684;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3678;MET00003678;20250701;2;3;;8;;2025;7;2025-07;MISTA;47521.65;46016.04;1270.5802;2324.35;36.22;9867.21;21.443;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3679;MET00003679;20250701;2;3;;9;;2025;7;2025-07;MISTA;130240.35;119535.26;1136.6878;2727.3347;105.16;37654.79;31.501;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3680;MET00003680;20250701;2;3;;10;;2025;7;2025-07;MISTA;124567.79;115147.06;1736.8491;2345.3394;66.3;27024.09;23.4692;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3681;MET00003681;20250701;2;4;;1;;2025;7;2025-07;MISTA;109771.49;103882.83;637.3711;816.4269;162.99;24053.45;23.1544;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3682;MET00003682;20250701;2;4;;2;;2025;7;2025-07;MISTA;109971.77;100305.38;2506.0381;5005.5045;40.03;22730.43;22.6612;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3683;MET00003683;20250701;2;4;;3;;2025;7;2025-07;MISTA;99197.21;94307.38;3013.0807;8229.2031;31.3;30454.3;32.2926;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3684;MET00003684;20250701;2;4;;4;;2025;7;2025-07;MISTA;160913.26;154993.16;2388.4626;5920.9717;64.89;55679.38;35.9238;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3685;MET00003685;20250701;2;4;;5;;2025;7;2025-07;MISTA;64742.4;57554.69;3198.6056;5640.9749;17.99;10678.84;18.5542;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3686;MET00003686;20250701;2;4;;6;;2025;7;2025-07;MISTA;73344.3;65350.24;1808.4131;2872.9523;36.14;22904.23;35.0484;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3687;MET00003687;20250701;2;4;;7;;2025;7;2025-07;MISTA;74094.56;65898.29;2470.3445;3537.6934;26.68;17929.58;27.208;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3688;MET00003688;20250701;2;4;;8;;2025;7;2025-07;MISTA;106321.64;100627.4;2229.8987;3119.485;45.13;27382.89;27.2122;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3689;MET00003689;20250701;2;4;;9;;2025;7;2025-07;MISTA;167153.02;148916.98;2011.8809;3838.6416;74.02;40888.23;27.4571;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3690;MET00003690;20250701;2;4;;10;;2025;7;2025-07;MISTA;55494.98;52165.91;2260.2502;3313.5132;23.08;13589.48;26.0505;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3691;MET00003691;20250701;2;5;;1;;2025;7;2025-07;MISTA;176619.64;167324.49;1055.3543;2002.1435;158.55;63386.36;37.8823;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3692;MET00003692;20250701;2;5;;2;;2025;7;2025-07;MISTA;179957.35;159904.71;2727.3921;4570.011;58.63;34121.08;21.3384;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3693;MET00003693;20250701;2;5;;3;;2025;7;2025-07;MISTA;57039.79;51178.57;718.6239;1406.17;71.22;16826.06;32.8772;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3694;MET00003694;20250701;2;5;;4;;2025;7;2025-07;MISTA;145534.14;130532.24;1476.5286;3684.6601;88.4;24469.83;18.7462;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3695;MET00003695;20250701;2;5;;5;;2025;7;2025-07;MISTA;33394.03;31571.18;2868.2436;7490.3582;11.01;6692.22;21.1972;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3696;MET00003696;20250701;2;5;;6;;2025;7;2025-07;MISTA;152237.91;140899.34;3149.1591;8802.8813;44.74;36735.9;26.0724;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3697;MET00003697;20250701;2;5;;7;;2025;7;2025-07;MISTA;48312.02;45206.3;2100.211;3360.5969;21.52;11604.88;25.6709;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3698;MET00003698;20250701;2;5;;8;;2025;7;2025-07;MISTA;87709.66;81758.66;3402.6614;4147.6284;24.03;24867.11;30.4153;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3699;MET00003699;20250701;2;5;;9;;2025;7;2025-07;MISTA;152777.85;143047.83;3005.5926;3713.7498;47.59;30672.3;21.442;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3700;MET00003700;20250701;2;5;;10;;2025;7;2025-07;MISTA;138882.61;132621.1;3372.5319;8013.0534;39.32;49028.43;36.9688;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3701;MET00003701;20250701;3;1;;1;;2025;7;2025-07;MISTA;96701.3;93136.57;2226.4579;3650.9826;41.83;24229.84;26.0154;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3702;MET00003702;20250701;3;1;;2;;2025;7;2025-07;MISTA;87491.75;84193.27;3075.0714;7680.1274;27.38;24970.38;29.6584;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3703;MET00003703;20250701;3;1;;3;;2025;7;2025-07;MISTA;96638.83;87945.99;1391.926;2049.5661;63.18;23124.59;26.2941;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3704;MET00003704;20250701;3;1;;4;;2025;7;2025-07;MISTA;25617.16;23413.88;3132.4597;4293.9915;7.47;4742.75;20.2561;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3705;MET00003705;20250701;3;1;;5;;2025;7;2025-07;MISTA;37640.51;35031.75;1612.884;4473.7258;21.72;12961.46;36.9992;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3706;MET00003706;20250701;3;1;;6;;2025;7;2025-07;MISTA;103717.07;92690.49;3180.9674;5525.6697;29.14;28815.81;31.0882;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3707;MET00003707;20250701;3;1;;7;;2025;7;2025-07;MISTA;106095.29;95428.23;785.9935;2109.0475;121.41;28080.67;29.426;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3708;MET00003708;20250701;3;1;;8;;2025;7;2025-07;MISTA;110754.35;100155.68;2245.4252;5650.7516;44.6;20517.12;20.4852;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3709;MET00003709;20250701;3;1;;9;;2025;7;2025-07;MISTA;94107.7;89713.1;3421.5067;9049.6452;26.22;33395.16;37.2244;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3710;MET00003710;20250701;3;1;;10;;2025;7;2025-07;MISTA;126751.58;121866.47;1746.483;3980.6373;69.78;32444.23;26.6228;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3711;MET00003711;20250701;3;2;;1;;2025;7;2025-07;MISTA;95206.41;89205.64;988.2409;1458.6382;90.27;27791.13;31.154;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3712;MET00003712;20250701;3;2;;2;;2025;7;2025-07;MISTA;49096.25;43806.88;3408.134;7871.2485;12.85;14495.31;33.0891;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3713;MET00003713;20250701;3;2;;3;;2025;7;2025-07;MISTA;133295.0;126625.22;1744.1147;3792.1819;72.6;25441.7;20.0921;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3714;MET00003714;20250701;3;2;;4;;2025;7;2025-07;MISTA;161280.64;150971.49;1571.7241;3662.2939;96.05;27429.42;18.1686;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3715;MET00003715;20250701;3;2;;5;;2025;7;2025-07;MISTA;97716.21;94219.86;1140.058;1761.7683;82.64;20957.59;22.2433;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3716;MET00003716;20250701;3;2;;6;;2025;7;2025-07;MISTA;77694.15;69541.1;2777.6294;6626.4403;25.04;15181.94;21.8316;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3717;MET00003717;20250701;3;2;;7;;2025;7;2025-07;MISTA;32940.59;31505.17;1240.8546;2794.5907;25.39;8518.06;27.037;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3718;MET00003718;20250701;3;2;;8;;2025;7;2025-07;MISTA;78415.32;72168.15;3208.1135;7565.4978;22.5;13366.43;18.5212;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3719;MET00003719;20250701;3;2;;9;;2025;7;2025-07;MISTA;174595.26;166349.12;1958.3363;3454.3397;84.94;38432.26;23.1034;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3720;MET00003720;20250701;3;2;;10;;2025;7;2025-07;MISTA;100700.38;96890.26;2114.5096;5899.1955;45.82;23554.54;24.3105;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3721;MET00003721;20250701;3;3;;1;;2025;7;2025-07;MISTA;89173.16;78528.92;1787.8924;3513.0614;43.92;18411.05;23.4449;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3722;MET00003722;20250701;3;3;;2;;2025;7;2025-07;MISTA;35713.29;34189.74;3301.1346;6775.84;10.36;11855.3;34.675;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3723;MET00003723;20250701;3;3;;3;;2025;7;2025-07;MISTA;89015.14;82991.55;2950.6668;7188.0859;28.13;24683.15;29.7418;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3724;MET00003724;20250701;3;3;;4;;2025;7;2025-07;MISTA;76517.28;72238.86;1704.8932;2066.0274;42.37;21650.35;29.9705;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3725;MET00003725;20250701;3;3;;5;;2025;7;2025-07;MISTA;101445.55;93373.21;662.5327;1156.8143;140.93;19624.94;21.0177;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3726;MET00003726;20250701;3;3;;6;;2025;7;2025-07;MISTA;70761.64;66323.88;3005.4912;7362.3548;22.07;12226.79;18.435;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3727;MET00003727;20250701;3;3;;7;;2025;7;2025-07;MISTA;76746.91;71049.07;1491.1656;2762.4253;47.65;21322.28;30.0106;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3728;MET00003728;20250701;3;3;;8;;2025;7;2025-07;MISTA;171325.44;158654.93;603.7415;1125.6329;262.79;56510.16;35.6183;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3729;MET00003729;20250701;3;3;;9;;2025;7;2025-07;MISTA;112834.11;108707.57;2618.955;6481.8303;41.51;28654.19;26.359;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3730;MET00003730;20250701;3;3;;10;;2025;7;2025-07;MISTA;26597.22;24326.56;2334.2116;5397.224;10.42;8836.62;36.325;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3731;MET00003731;20250701;3;4;;1;;2025;7;2025-07;MISTA;44114.46;39662.02;2492.1581;4707.3429;15.91;11909.48;30.0274;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3732;MET00003732;20250701;3;4;;2;;2025;7;2025-07;MISTA;123320.1;119445.49;1634.4869;3142.1044;73.08;33112.35;27.7217;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3733;MET00003733;20250701;3;4;;3;;2025;7;2025-07;MISTA;112933.74;100100.68;2373.2488;4423.3282;42.18;30714.14;30.6832;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3734;MET00003734;20250701;3;4;;4;;2025;7;2025-07;MISTA;75327.63;70743.24;2674.9463;4953.614;26.45;20620.72;29.1487;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3735;MET00003735;20250701;3;4;;5;;2025;7;2025-07;MISTA;102561.61;93013.82;628.0221;962.1091;148.11;32337.4;34.7662;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3736;MET00003736;20250701;3;4;;6;;2025;7;2025-07;MISTA;27181.78;25735.06;1247.9646;2654.7387;20.62;6628.71;25.7575;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3737;MET00003737;20250701;3;4;;7;;2025;7;2025-07;MISTA;162929.86;146253.16;895.8013;1211.4538;163.27;30135.32;20.6049;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3738;MET00003738;20250701;3;4;;8;;2025;7;2025-07;MISTA;170853.95;165546.41;2370.8828;5442.9492;69.82;60641.25;36.631;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3739;MET00003739;20250701;3;4;;9;;2025;7;2025-07;MISTA;52989.16;50702.49;3437.5356;7463.5927;14.75;10969.32;21.6347;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3740;MET00003740;20250701;3;4;;10;;2025;7;2025-07;MISTA;175176.69;156619.65;2624.0947;7307.3891;59.69;36614.89;23.3782;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3741;MET00003741;20250701;3;5;;1;;2025;7;2025-07;MISTA;131038.54;117467.03;1437.6103;2906.7271;81.71;34126.02;29.0516;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3742;MET00003742;20250701;3;5;;2;;2025;7;2025-07;MISTA;166449.65;158402.08;1216.5193;3253.2514;130.21;41543.56;26.2267;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3743;MET00003743;20250701;3;5;;3;;2025;7;2025-07;MISTA;150864.58;144203.23;1753.8776;3307.3429;82.22;27376.14;18.9844;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3744;MET00003744;20250701;3;5;;4;;2025;7;2025-07;MISTA;50425.58;46687.19;520.8089;1371.798;89.64;12414.04;26.5898;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3745;MET00003745;20250701;3;5;;5;;2025;7;2025-07;MISTA;147258.78;129712.51;1901.0693;4416.8958;68.23;47894.3;36.9234;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3746;MET00003746;20250701;3;5;;6;;2025;7;2025-07;MISTA;26723.2;23830.12;2032.8625;3235.1845;11.72;4657.85;19.5461;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3747;MET00003747;20250701;3;5;;7;;2025;7;2025-07;MISTA;115795.93;102212.17;1585.8861;3967.2427;64.45;30067.66;29.4169;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3748;MET00003748;20250701;3;5;;8;;2025;7;2025-07;MISTA;151877.45;138130.88;711.0884;1410.516;194.25;39672.13;28.7207;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3749;MET00003749;20250701;3;5;;9;;2025;7;2025-07;MISTA;72433.03;66977.92;3270.8353;8490.0916;20.48;23501.12;35.0879;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3750;MET00003750;20250701;3;5;;10;;2025;7;2025-07;MISTA;131741.39;126374.66;528.905;789.3669;238.94;42593.41;33.7041;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3751;MET00003751;20250701;4;1;;1;;2025;7;2025-07;MISTA;143934.68;136905.29;2889.6381;3835.2748;47.38;48342.98;35.3113;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3752;MET00003752;20250701;4;1;;2;;2025;7;2025-07;MISTA;64401.24;61222.2;785.4172;1999.0541;77.95;18396.82;30.0493;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3753;MET00003753;20250701;4;1;;3;;2025;7;2025-07;MISTA;37628.36;36267.63;2991.9202;6991.4273;12.12;8189.35;22.5803;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3754;MET00003754;20250701;4;1;;4;;2025;7;2025-07;MISTA;46109.08;43537.54;1263.0481;1946.0891;34.47;8887.97;20.4145;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3755;MET00003755;20250701;4;1;;5;;2025;7;2025-07;MISTA;166421.96;152073.41;2987.8693;6225.1341;50.9;42423.44;27.8967;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3756;MET00003756;20250701;4;1;;6;;2025;7;2025-07;MISTA;83189.75;76341.67;2694.5408;5886.6651;28.33;21554.11;28.2337;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3757;MET00003757;20250701;4;1;;7;;2025;7;2025-07;MISTA;157787.08;140912.08;2963.5783;6186.0649;47.55;51775.43;36.7431;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3758;MET00003758;20250701;4;1;;8;;2025;7;2025-07;MISTA;83615.38;75737.47;1374.8715;2203.7029;55.09;20708.49;27.3425;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3759;MET00003759;20250701;4;1;;9;;2025;7;2025-07;MISTA;62607.5;60472.84;3272.8105;8229.6145;18.48;13745.12;22.7294;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3760;MET00003760;20250701;4;1;;10;;2025;7;2025-07;MISTA;75427.51;68681.56;2019.4116;2677.6501;34.01;18347.6;26.714;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3761;MET00003761;20250701;4;2;;1;;2025;7;2025-07;MISTA;162276.69;148321.74;916.4853;1292.4188;161.84;28643.01;19.3114;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3762;MET00003762;20250701;4;2;;2;;2025;7;2025-07;MISTA;90417.55;79685.02;2401.9396;5633.8946;33.18;14712.23;18.463;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3763;MET00003763;20250701;4;2;;3;;2025;7;2025-07;MISTA;127300.65;118332.3;3135.8803;4082.0804;37.73;22035.48;18.6217;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3764;MET00003764;20250701;4;2;;4;;2025;7;2025-07;MISTA;43356.26;40164.15;654.638;1093.4588;61.35;13483.72;33.5715;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3765;MET00003765;20250701;4;2;;5;;2025;7;2025-07;MISTA;53122.33;49221.74;2855.188;5814.1274;17.24;17475.82;35.5043;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3766;MET00003766;20250701;4;2;;6;;2025;7;2025-07;MISTA;164837.02;158379.97;2748.5417;5982.8904;57.62;42679.78;26.9477;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3767;MET00003767;20250701;4;2;;7;;2025;7;2025-07;MISTA;31137.65;27930.84;1492.8473;3162.6627;18.71;5471.55;19.5896;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3768;MET00003768;20250701;4;2;;8;;2025;7;2025-07;MISTA;169014.96;155656.68;2986.9812;5630.3276;52.11;40690.35;26.1411;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3769;MET00003769;20250701;4;2;;9;;2025;7;2025-07;MISTA;132694.68;119131.29;3235.4265;5920.5267;36.82;32636.65;27.3955;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3770;MET00003770;20250701;4;2;;10;;2025;7;2025-07;MISTA;100483.48;93129.85;1887.4537;3375.6575;49.34;20888.33;22.4293;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3771;MET00003771;20250701;4;3;;1;;2025;7;2025-07;MISTA;76585.78;72263.55;1344.1359;3551.1295;53.76;22065.22;30.5344;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3772;MET00003772;20250701;4;3;;2;;2025;7;2025-07;MISTA;167714.02;150958.13;2675.336;4073.1584;56.43;52472.66;34.7597;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3773;MET00003773;20250701;4;3;;3;;2025;7;2025-07;MISTA;79229.79;76629.0;2216.0106;4704.8974;34.58;15048.73;19.6384;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3774;MET00003774;20250701;4;3;;4;;2025;7;2025-07;MISTA;131603.88;119800.03;1469.3348;4088.1996;81.53;26342.21;21.9885;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3775;MET00003775;20250701;4;3;;5;;2025;7;2025-07;MISTA;138740.51;133703.93;558.0576;1548.4706;239.59;46499.57;34.778;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3776;MET00003776;20250701;4;3;;6;;2025;7;2025-07;MISTA;61150.86;54879.1;3443.0931;9569.277;15.94;11273.03;20.5416;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3777;MET00003777;20250701;4;3;;7;;2025;7;2025-07;MISTA;117428.29;111662.35;2879.4739;7965.6721;38.78;40409.45;36.189;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3778;MET00003778;20250701;4;3;;8;;2025;7;2025-07;MISTA;71102.38;67231.7;3003.9994;4923.7857;22.38;21465.97;31.9283;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3779;MET00003779;20250701;4;3;;9;;2025;7;2025-07;MISTA;79810.11;70388.93;1897.2948;2822.7487;37.1;15921.07;22.6187;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3780;MET00003780;20250701;4;3;;10;;2025;7;2025-07;MISTA;104483.29;97241.12;1510.1188;3525.1727;64.39;18599.81;19.1275;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3781;MET00003781;20250701;4;4;;1;;2025;7;2025-07;MISTA;61241.48;58631.94;2856.0194;6492.4124;20.53;17644.4;30.0935;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3782;MET00003782;20250701;4;4;;2;;2025;7;2025-07;MISTA;42180.14;37580.01;2286.6121;5614.9593;16.43;8272.58;22.0132;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3783;MET00003783;20250701;4;4;;3;;2025;7;2025-07;MISTA;50935.14;45828.79;704.0428;1603.4412;65.09;8743.07;19.0777;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3784;MET00003784;20250701;4;4;;4;;2025;7;2025-07;MISTA;80899.03;73441.14;1352.5013;1891.9432;54.3;17756.37;24.1777;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3785;MET00003785;20250701;4;4;;5;;2025;7;2025-07;MISTA;25103.3;23794.67;1061.684;1545.2491;22.41;7386.01;31.0406;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3786;MET00003786;20250701;4;4;;6;;2025;7;2025-07;MISTA;27152.25;24301.71;2907.6326;7102.019;8.36;5561.31;22.8844;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3787;MET00003787;20250701;4;4;;7;;2025;7;2025-07;MISTA;57005.42;51224.36;1636.536;3372.8526;31.3;12285.61;23.9839;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
3788;MET00003788;20250701;4;4;;8;;2025;7;2025-07;MISTA;153148.09;143585.61;1044.763;2524.224;137.43;29113.22;20.2759;2025-07-01;2025-07-31;S;2026-07-01 10:00:00;
