SK_FATO_RUPTURA;ID_RUPTURA_ORIGEM;SK_TEMPO;SK_PRODUTO;SK_LOJA;SK_MOTIVO_RUPTURA;QTD_ESTOQUE_ESPERADO;QTD_ESTOQUE_DISPONIVEL;QTD_RUPTURA;DIAS_RUPTURA;VALOR_VENDA_PERDIDA;FL_RUPTURA;DATA_CARGA;DATA_ATUALIZACAO_DW
553;RUP00000553;20251226;41;1;3;34;0;34;1.31;794.47;S;2026-07-01 10:00:00;
554;RUP00000554;20251110;20;2;3;41;0;41;3.27;380.61;S;2026-07-01 10:00:00;
555;RUP00000555;20251013;70;7;1;44;0;44;6.98;4049.14;S;2026-07-01 10:00:00;
556;RUP00000556;20251030;69;6;3;33;0;33;6.71;1715.74;S;2026-07-01 10:00:00;
557;RUP00000557;20251019;57;1;3;33;0;33;6.56;2611.06;S;2026-07-01 10:00:00;
558;RUP00000558;20251208;69;8;7;39;0;39;5.32;1416.52;S;2026-07-01 10:00:00;
559;RUP00000559;20251026;31;9;6;39;0;39;1.4;1740.38;S;2026-07-01 10:00:00;
560;RUP00000560;20251009;116;12;7;15;0;15;2.46;922.33;S;2026-07-01 10:00:00;
561;RUP00000561;20251215;23;5;2;16;0;16;3.3;1565.14;S;2026-07-01 10:00:00;
562;RUP00000562;20251216;73;7;2;19;0;19;5.46;1475.85;S;2026-07-01 10:00:00;
563;RUP00000563;20251021;103;10;3;41;0;41;2.18;4329.21;S;2026-07-01 10:00:00;
564;RUP00000564;20251212;17;2;7;27;0;27;4.56;1354.26;S;2026-07-01 10:00:00;
565;RUP00000565;20251116;87;1;5;41;0;41;2.64;5913.26;S;2026-07-01 10:00:00;
566;RUP00000566;20251202;52;7;1;34;0;34;3.78;881.7;S;2026-07-01 10:00:00;
567;RUP00000567;20251109;116;10;2;30;0;30;4.63;2404.94;S;2026-07-01 10:00:00;
568;RUP00000568;20251220;115;5;7;19;0;19;3.45;2303.75;S;2026-07-01 10:00:00;
569;RUP00000569;20251023;68;11;6;27;0;27;3.96;394.88;S;2026-07-01 10:00:00;
570;RUP00000570;20251214;101;10;6;45;0;45;3.75;3126.72;S;2026-07-01 10:00:00;
571;RUP00000571;20251127;47;2;2;10;0;10;3.06;924.65;S;2026-07-01 10:00:00;
572;RUP00000572;20251117;114;4;1;25;0;25;3.97;1001.24;S;2026-07-01 10:00:00;
573;RUP00000573;20251014;3;8;7;37;0;37;6.48;1944.73;S;2026-07-01 10:00:00;
574;RUP00000574;20251117;41;2;8;37;0;37;4.97;799.75;S;2026-07-01 10:00:00;
575;RUP00000575;20251216;32;6;7;16;0;16;2.47;604.74;S;2026-07-01 10:00:00;
576;RUP00000576;20251126;89;6;7;32;0;32;4.84;1855.97;S;2026-07-01 10:00:00;
577;RUP00000577;20251129;29;3;3;26;0;26;6.86;812.74;S;2026-07-01 10:00:00;
578;RUP00000578;20251208;110;3;3;26;0;26;2.46;422.79;S;2026-07-01 10:00:00;
579;RUP00000579;20251003;95;6;7;44;0;44;3.48;4370.64;S;2026-07-01 10:00:00;
580;RUP00000580;20251202;49;9;5;38;0;38;6.35;1852.76;S;2026-07-01 10:00:00;
581;RUP00000581;20251018;41;3;7;36;0;36;2.72;436.8;S;2026-07-01 10:00:00;
582;RUP00000582;20251128;12;10;7;18;0;18;4.01;108.15;S;2026-07-01 10:00:00;
583;RUP00000583;20251105;75;2;1;12;0;12;5.29;1358.92;S;2026-07-01 10:00:00;
584;RUP00000584;20251003;49;12;8;22;0;22;1.8;2070.3;S;2026-07-01 10:00:00;
585;RUP00000585;20251010;82;2;3;36;0;36;4.59;358.96;S;2026-07-01 10:00:00;
586;RUP00000586;20251101;106;8;4;36;0;36;1.32;3365.71;S;2026-07-01 10:00:00;
587;RUP00000587;20251014;79;3;2;16;0;16;1.34;515.97;S;2026-07-01 10:00:00;
588;RUP00000588;20251130;120;7;2;14;0;14;1.44;872.55;S;2026-07-01 10:00:00;
589;RUP00000589;20251013;112;5;1;16;0;16;4.8;789.74;S;2026-07-01 10:00:00;
590;RUP00000590;20251203;75;3;6;27;0;27;4.44;1790.61;S;2026-07-01 10:00:00;
591;RUP00000591;20251203;57;10;7;11;0;11;6.45;856.86;S;2026-07-01 10:00:00;
592;RUP00000592;20251103;114;1;4;28;0;28;5.73;985.66;S;2026-07-01 10:00:00;
593;RUP00000593;20251204;31;11;8;10;0;10;3.01;556.57;S;2026-07-01 10:00:00;
594;RUP00000594;20251023;21;9;8;45;0;45;6.84;2563.23;S;2026-07-01 10:00:00;
595;RUP00000595;20251008;117;3;1;40;0;40;1.8;145.13;S;2026-07-01 10:00:00;
596;RUP00000596;20251124;11;11;5;40;0;40;1.48;3487.1;S;2026-07-01 10:00:00;
597;RUP00000597;20251201;13;2;8;18;0;18;6.78;416.29;S;2026-07-01 10:00:00;
598;RUP00000598;20251218;88;5;6;32;0;32;1.53;3690.24;S;2026-07-01 10:00:00;
599;RUP00000599;20251017;76;6;4;15;0;15;2.04;1539.07;S;2026-07-01 10:00:00;
600;RUP00000600;20251013;23;9;6;43;0;43;6.12;2779.93;S;2026-07-01 10:00:00;
601;RUP00000601;20251021;19;8;4;31;0;31;2.36;2460.61;S;2026-07-01 10:00:00;
602;RUP00000602;20251127;79;5;5;37;0;37;1.62;944.74;S;2026-07-01 10:00:00;
603;RUP00000603;20251113;17;6;3;41;0;41;4.79;2618.11;S;2026-07-01 10:00:00;
604;RUP00000604;20251013;58;11;5;22;0;22;3.77;937.99;S;2026-07-01 10:00:00;
605;RUP00000605;20251114;15;5;2;24;0;24;3.84;260.03;S;2026-07-01 10:00:00;
606;RUP00000606;20251117;106;1;3;44;0;44;4.86;2968.53;S;2026-07-01 10:00:00;
607;RUP00000607;20251220;9;11;8;44;0;44;1.79;3167.45;S;2026-07-01 10:00:00;
608;RUP00000608;20251121;43;5;7;32;0;32;1.56;2806.43;S;2026-07-01 10:00:00;
609;RUP00000609;20251220;88;4;1;20;0;20;5.76;2610.62;S;2026-07-01 10:00:00;
610;RUP00000610;20251015;44;4;4;20;0;20;1.48;542.95;S;2026-07-01 10:00:00;
611;RUP00000611;20251009;62;4;8;28;0;28;6.09;2096.72;S;2026-07-01 10:00:00;
612;RUP00000612;20251010;81;2;7;16;0;16;3.88;1848.57;S;2026-07-01 10:00:00;
613;RUP00000613;20251124;96;2;5;35;0;35;1.27;2307.87;S;2026-07-01 10:00:00;
614;RUP00000614;20251118;7;11;5;34;0;34;4.16;1012.7;S;2026-07-01 10:00:00;
615;RUP00000615;20251009;30;5;2;31;0;31;6.48;1889.29;S;2026-07-01 10:00:00;
616;RUP00000616;20251017;71;9;4;20;0;20;2.63;1856.0;S;2026-07-01 10:00:00;
617;RUP00000617;20251117;50;3;5;26;0;26;2.79;176.39;S;2026-07-01 10:00:00;
618;RUP00000618;20251120;71;3;6;37;0;37;4.72;1885.31;S;2026-07-01 10:00:00;
619;RUP00000619;20251215;112;9;6;22;0;22;3.58;1149.51;S;2026-07-01 10:00:00;
620;RUP00000620;20251104;51;11;4;13;0;13;4.58;295.2;S;2026-07-01 10:00:00;
621;RUP00000621;20251118;61;7;1;35;0;35;5.04;5729.25;S;2026-07-01 10:00:00;
622;RUP00000622;20251108;14;11;2;31;0;31;5.01;330.27;S;2026-07-01 10:00:00;
623;RUP00000623;20251203;63;1;2;45;0;45;1.58;2255.38;S;2026-07-01 10:00:00;
624;RUP00000624;20251221;66;1;7;35;0;35;6.08;2807.07;S;2026-07-01 10:00:00;
625;RUP00000625;20251122;63;10;5;19;0;19;6.36;731.94;S;2026-07-01 10:00:00;
626;RUP00000626;20251103;77;6;4;18;0;18;2.72;490.09;S;2026-07-01 10:00:00;
627;RUP00000627;20251231;55;7;3;25;0;25;6.68;3352.8;S;2026-07-01 10:00:00;
628;RUP00000628;20251124;42;6;5;24;0;24;4.84;1735.41;S;2026-07-01 10:00:00;
629;RUP00000629;20251108;37;6;4;20;0;20;6.32;1831.27;S;2026-07-01 10:00:00;
630;RUP00000630;20251114;79;7;8;26;0;26;4.93;1054.46;S;2026-07-01 10:00:00;
631;RUP00000631;20251007;68;10;5;28;0;28;3.46;506.75;S;2026-07-01 10:00:00;
632;RUP00000632;20251229;74;5;7;22;0;22;2.04;600.51;S;2026-07-01 10:00:00;
633;RUP00000633;20251027;31;10;1;42;0;42;3.19;1790.74;S;2026-07-01 10:00:00;
634;RUP00000634;20251126;102;4;3;19;0;19;4.04;1006.06;S;2026-07-01 10:00:00;
635;RUP00000635;20251025;96;1;7;37;0;37;5.76;2344.14;S;2026-07-01 10:00:00;
636;RUP00000636;20251013;23;5;8;27;0;27;3.51;1700.38;S;2026-07-01 10:00:00;
637;RUP00000637;20251106;77;7;3;26;0;26;4.65;748.68;S;2026-07-01 10:00:00;
638;RUP00000638;20251029;35;5;3;44;0;44;6.98;5726.66;S;2026-07-01 10:00:00;
639;RUP00000639;20251216;93;9;8;43;0;43;3.52;2270.43;S;2026-07-01 10:00:00;
640;RUP00000640;20251221;79;9;2;14;0;14;6.78;584.38;S;2026-07-01 10:00:00;
641;RUP00000641;20251202;21;9;6;24;0;24;4.5;1905.77;S;2026-07-01 10:00:00;
642;RUP00000642;20251204;16;12;2;10;0;10;1.54;518.53;S;2026-07-01 10:00:00;
643;RUP00000643;20251004;6;9;5;42;0;42;1.17;6100.78;S;2026-07-01 10:00:00;
644;RUP00000644;20251006;9;7;1;14;0;14;3.33;778.21;S;2026-07-01 10:00:00;
645;RUP00000645;20251026;103;9;1;22;0;22;6.72;1970.9;S;2026-07-01 10:00:00;
646;RUP00000646;20251209;24;5;5;15;0;15;5.99;2043.6;S;2026-07-01 10:00:00;
647;RUP00000647;20251108;53;12;6;33;0;33;5.26;3421.31;S;2026-07-01 10:00:00;
648;RUP00000648;20251117;78;4;5;26;0;26;6.53;2500.91;S;2026-07-01 10:00:00;
649;RUP00000649;20251017;80;11;6;29;0;29;4.66;2181.42;S;2026-07-01 10:00:00;
650;RUP00000650;20251004;2;3;3;24;0;24;6.0;2217.5;S;2026-07-01 10:00:00;
651;RUP00000651;20251223;18;7;1;38;0;38;5.58;1523.67;S;2026-07-01 10:00:00;
652;RUP00000652;20251127;63;10;4;23;0;23;3.35;1293.93;S;2026-07-01 10:00:00;
653;RUP00000653;20251113;3;11;3;28;0;28;3.84;2370.51;S;2026-07-01 10:00:00;
654;RUP00000654;20251020;60;4;6;22;0;22;5.43;1431.71;S;2026-07-01 10:00:00;
655;RUP00000655;20251020;13;7;4;31;0;31;3.86;487.27;S;2026-07-01 10:00:00;
656;RUP00000656;20251216;81;11;2;19;0;19;6.07;1394.68;S;2026-07-01 10:00:00;
657;RUP00000657;20251124;35;6;8;30;0;30;5.44;2380.41;S;2026-07-01 10:00:00;
658;RUP00000658;20251105;14;11;4;20;0;20;2.28;233.24;S;2026-07-01 10:00:00;
659;RUP00000659;20251229;78;8;7;31;0;31;6.25;2456.39;S;2026-07-01 10:00:00;
660;RUP00000660;20251211;48;1;4;26;0;26;1.87;426.81;S;2026-07-01 10:00:00;
661;RUP00000661;20251128;73;2;5;22;0;22;1.23;1713.55;S;2026-07-01 10:00:00;
662;RUP00000662;20251104;56;4;1;30;0;30;5.17;2346.55;S;2026-07-01 10:00:00;
663;RUP00000663;20251207;104;1;7;13;0;13;3.38;140.12;S;2026-07-01 10:00:00;
664;RUP00000664;20251106;101;2;3;40;0;40;3.37;3494.67;S;2026-07-01 10:00:00;
665;RUP00000665;20251215;50;7;8;29;0;29;6.21;176.19;S;2026-07-01 10:00:00;
666;RUP00000666;20251014;7;8;6;44;0;44;5.49;1754.45;S;2026-07-01 10:00:00;
667;RUP00000667;20251027;110;3;1;28;0;28;1.33;460.17;S;2026-07-01 10:00:00;
668;RUP00000668;20251220;6;10;8;22;0;22;6.42;2107.87;S;2026-07-01 10:00:00;
669;RUP00000669;20251122;77;4;3;29;0;29;1.55;843.27;S;2026-07-01 10:00:00;
670;RUP00000670;20251017;47;10;5;20;0;20;5.22;2576.25;S;2026-07-01 10:00:00;
671;RUP00000671;20251029;75;4;4;13;0;13;6.66;1076.7;S;2026-07-01 10:00:00;
672;RUP00000672;20251007;105;8;5;28;0;28;4.89;2399.52;S;2026-07-01 10:00:00;
673;RUP00000673;20251123;78;12;8;31;0;31;2.77;2154.52;S;2026-07-01 10:00:00;
674;RUP00000674;20251206;56;11;6;39;0;39;1.36;3457.99;S;2026-07-01 10:00:00;
675;RUP00000675;20251026;21;8;3;31;0;31;3.22;2261.75;S;2026-07-01 10:00:00;
676;RUP00000676;20251110;109;2;6;44;0;44;3.26;4157.7;S;2026-07-01 10:00:00;
677;RUP00000677;20251119;13;7;3;25;0;25;4.2;508.29;S;2026-07-01 10:00:00;
678;RUP00000678;20251026;97;4;5;33;0;33;6.13;489.11;S;2026-07-01 10:00:00;
679;RUP00000679;20251228;86;3;3;33;0;33;1.23;1505.99;S;2026-07-01 10:00:00;
680;RUP00000680;20251130;8;7;8;12;0;12;1.79;50.87;S;2026-07-01 10:00:00;
681;RUP00000681;20251105;113;8;1;26;0;26;1.88;1936.99;S;2026-07-01 10:00:00;
682;RUP00000682;20251105;66;5;4;35;0;35;5.67;1757.69;S;2026-07-01 10:00:00;
683;RUP00000683;20251228;68;9;6;38;0;38;2.93;546.81;S;2026-07-01 10:00:00;
684;RUP00000684;20251219;2;6;1;25;0;25;4.22;1719.09;S;2026-07-01 10:00:00;
685;RUP00000685;20251125;10;7;3;37;0;37;1.08;2941.85;S;2026-07-01 10:00:00;
686;RUP00000686;20251113;116;10;5;19;0;19;4.16;1178.33;S;2026-07-01 10:00:00;
687;RUP00000687;20251022;96;1;3;34;0;34;1.51;1419.35;S;2026-07-01 10:00:00;
688;RUP00000688;20251130;57;6;4;20;0;20;6.21;939.04;S;2026-07-01 10:00:00;
689;RUP00000689;20251219;101;10;6;14;0;14;5.08;1043.21;S;2026-07-01 10:00:00;
690;RUP00000690;20251211;97;7;2;12;0;12;3.11;155.19;S;2026-07-01 10:00:00;
691;RUP00000691;20251213;78;1;2;13;0;13;6.5;1605.73;S;2026-07-01 10:00:00;
692;RUP00000692;20251113;85;2;6;34;0;34;3.46;4213.33;S;2026-07-01 10:00:00;
693;RUP00000693;20251124;16;10;5;30;0;30;1.77;1434.88;S;2026-07-01 10:00:00;
694;RUP00000694;20251104;2;9;4;13;0;13;5.35;907.5;S;2026-07-01 10:00:00;
695;RUP00000695;20251015;73;11;2;27;0;27;3.99;1308.78;S;2026-07-01 10:00:00;
696;RUP00000696;20251115;13;9;5;12;0;12;5.86;238.79;S;2026-07-01 10:00:00;
697;RUP00000697;20251119;78;11;4;42;0;42;1.04;5093.82;S;2026-07-01 10:00:00;
698;RUP00000698;20251130;10;1;2;29;0;29;5.85;2699.1;S;2026-07-01 10:00:00;
699;RUP00000699;20251029;2;12;8;30;0;30;3.34;3277.63;S;2026-07-01 10:00:00;
700;RUP00000700;20251223;54;4;5;32;0;32;2.97;374.95;S;2026-07-01 10:00:00;
701;RUP00000701;20251007;94;2;6;31;0;31;4.75;2071.97;S;2026-07-01 10:00:00;
702;RUP00000702;20251011;23;6;3;19;0;19;6.66;1091.79;S;2026-07-01 10:00:00;
703;RUP00000703;20251005;27;6;3;44;0;44;3.48;3404.72;S;2026-07-01 10:00:00;
704;RUP00000704;20251117;90;3;7;15;0;15;6.74;512.99;S;2026-07-01 10:00:00;
705;RUP00000705;20251020;82;8;3;24;0;24;4.62;362.72;S;2026-07-01 10:00:00;
706;RUP00000706;20251116;107;5;5;36;0;36;4.86;1443.3;S;2026-07-01 10:00:00;
707;RUP00000707;20251205;24;10;8;40;0;40;2.15;4633.46;S;2026-07-01 10:00:00;
708;RUP00000708;20251017;42;8;6;18;0;18;1.38;1141.11;S;2026-07-01 10:00:00;
709;RUP00000709;20251230;34;12;8;45;0;45;6.38;1167.89;S;2026-07-01 10:00:00;
710;RUP00000710;20251021;113;8;7;22;0;22;6.81;1260.64;S;2026-07-01 10:00:00;
711;RUP00000711;20251212;34;2;7;45;0;45;2.25;841.19;S;2026-07-01 10:00:00;
712;RUP00000712;20251210;42;10;2;18;0;18;2.31;960.94;S;2026-07-01 10:00:00;
713;RUP00000713;20251118;54;8;2;45;0;45;2.55;419.49;S;2026-07-01 10:00:00;
714;RUP00000714;20251013;5;6;8;45;0;45;5.22;1415.61;S;2026-07-01 10:00:00;
715;RUP00000715;20251221;40;12;5;31;0;31;4.94;1304.95;S;2026-07-01 10:00:00;
716;RUP00000716;20251227;58;9;2;14;0;14;6.05;640.42;S;2026-07-01 10:00:00;
717;RUP00000717;20251021;118;7;5;26;0;26;1.1;2955.68;S;2026-07-01 10:00:00;
718;RUP00000718;20251004;114;7;7;21;0;21;2.76;1046.21;S;2026-07-01 10:00:00;
719;RUP00000719;20251124;105;2;6;20;0;20;4.78;3361.3;S;2026-07-01 10:00:00;
720;RUP00000720;20251011;15;12;4;14;0;14;6.88;105.25;S;2026-07-01 10:00:00;
721;RUP00000721;20251014;105;10;2;32;0;32;5.65;4765.83;S;2026-07-01 10:00:00;
722;RUP00000722;20251130;38;12;4;21;0;21;1.6;1731.94;S;2026-07-01 10:00:00;
723;RUP00000723;20251220;41;8;3;19;0;19;5.9;367.54;S;2026-07-01 10:00:00;
724;RUP00000724;20251206;89;3;1;41;0;41;3.7;3641.53;S;2026-07-01 10:00:00;
725;RUP00000725;20251108;106;7;8;27;0;27;2.46;1958.92;S;2026-07-01 10:00:00;
726;RUP00000726;20251222;113;9;7;38;0;38;6.35;2231.31;S;2026-07-01 10:00:00;
727;RUP00000727;20251018;104;2;7;40;0;40;3.85;550.45;S;2026-07-01 10:00:00;
728;RUP00000728;20251215;80;10;6;20;0;20;3.93;1675.02;S;2026-07-01 10:00:00;
729;RUP00000729;20251028;87;6;4;11;0;11;6.17;1208.24;S;2026-07-01 10:00:00;
730;RUP00000730;20251121;88;7;5;28;0;28;5.21;2282.37;S;2026-07-01 10:00:00;
731;RUP00000731;20251004;37;1;6;35;0;35;6.7;2524.74;S;2026-07-01 10:00:00;
732;RUP00000732;20251206;53;5;3;40;0;40;3.67;3097.95;S;2026-07-01 10:00:00;
733;RUP00000733;20251206;87;11;3;35;0;35;2.15;4542.97;S;2026-07-01 10:00:00;
734;RUP00000734;20251202;68;5;3;32;0;32;3.95;654.49;S;2026-07-01 10:00:00;
735;RUP00000735;20251004;38;4;5;40;0;40;6.35;4270.02;S;2026-07-01 10:00:00;
736;RUP00000736;20251230;81;5;3;23;0;23;5.55;2816.83;S;2026-07-01 10:00:00;
737;RUP00000737;20251004;50;6;6;14;0;14;4.88;102.06;S;2026-07-01 10:00:00;
738;RUP00000738;20251210;108;12;7;41;0;41;3.1;3346.81;S;2026-07-01 10:00:00;
739;RUP00000739;20251219;33;1;5;19;0;19;1.94;469.37;S;2026-07-01 10:00:00;
740;RUP00000740;20251104;22;8;3;44;0;44;2.69;2279.98;S;2026-07-01 10:00:00;
741;RUP00000741;20251019;113;4;5;41;0;41;2.79;2157.74;S;2026-07-01 10:00:00;
742;RUP00000742;20251016;41;8;8;17;0;17;6.94;246.85;S;2026-07-01 10:00:00;
743;RUP00000743;20251103;3;5;5;44;0;44;5.58;2938.7;S;2026-07-01 10:00:00;
744;RUP00000744;20251226;83;5;6;11;0;11;2.61;430.46;S;2026-07-01 10:00:00;
745;RUP00000745;20251108;54;11;7;17;0;17;1.92;233.04;S;2026-07-01 10:00:00;
746;RUP00000746;20251010;112;8;1;33;0;33;1.49;1655.97;S;2026-07-01 10:00:00;
747;RUP00000747;20251218;16;12;5;23;0;23;2.4;1746.5;S;2026-07-01 10:00:00;
748;RUP00000748;20251016;58;1;6;25;0;25;4.24;958.7;S;2026-07-01 10:00:00;
749;RUP00000749;20251121;78;8;7;13;0;13;2.92;1177.35;S;2026-07-01 10:00:00;
750;RUP00000750;20251019;117;4;2;40;0;40;5.53;136.38;S;2026-07-01 10:00:00;
751;RUP00000751;20251007;2;5;6;34;0;34;4.19;2556.59;S;2026-07-01 10:00:00;
752;RUP00000752;20251106;97;4;8;30;0;30;2.25;409.92;S;2026-07-01 10:00:00;
753;RUP00000753;20251225;78;9;3;28;0;28;6.03;2127.88;S;2026-07-01 10:00:00;
754;RUP00000754;20251229;25;7;4;15;0;15;1.21;395.48;S;2026-07-01 10:00:00;
755;RUP00000755;20251005;17;10;1;17;0;17;2.09;1283.59;S;2026-07-01 10:00:00;
756;RUP00000756;20251024;53;5;7;27;0;27;2.95;1905.2;S;2026-07-01 10:00:00;
757;RUP00000757;20251115;103;5;6;27;0;27;1.57;3056.93;S;2026-07-01 10:00:00;
758;RUP00000758;20251216;10;3;1;13;0;13;2.5;746.73;S;2026-07-01 10:00:00;
759;RUP00000759;20251209;120;5;8;13;0;13;1.44;1290.91;S;2026-07-01 10:00:00;
760;RUP00000760;20251008;37;11;7;36;0;36;6.68;2224.44;S;2026-07-01 10:00:00;
761;RUP00000761;20251129;104;5;5;18;0;18;3.53;262.83;S;2026-07-01 10:00:00;
762;RUP00000762;20251109;98;4;2;43;0;43;5.52;1630.44;S;2026-07-01 10:00:00;
763;RUP00000763;20251126;66;11;5;31;0;31;2.87;2667.3;S;2026-07-01 10:00:00;
764;RUP00000764;20251223;85;12;7;29;0;29;1.83;3976.96;S;2026-07-01 10:00:00;
765;RUP00000765;20251211;99;4;5;25;0;25;5.78;2528.08;S;2026-07-01 10:00:00;
766;RUP00000766;20251124;42;4;4;11;0;11;4.3;629.87;S;2026-07-01 10:00:00;
767;RUP00000767;20251121;69;6;1;45;0;45;6.97;1900.18;S;2026-07-01 10:00:00;
768;RUP00000768;20251225;26;7;7;19;0;19;2.92;366.79;S;2026-07-01 10:00:00;
769;RUP00000769;20251205;38;1;8;30;0;30;5.74;2055.35;S;2026-07-01 10:00:00;
770;RUP00000770;20251013;45;3;7;17;0;17;4.98;1165.77;S;2026-07-01 10:00:00;
771;RUP00000771;20251202;118;2;6;31;0;31;1.95;2438.12;S;2026-07-01 10:00:00;
772;RUP00000772;20251031;12;7;6;15;0;15;5.02;73.25;S;2026-07-01 10:00:00;
773;RUP00000773;20251117;92;8;3;13;0;13;6.48;31.42;S;2026-07-01 10:00:00;
774;RUP00000774;20251226;72;7;3;20;0;20;1.32;737.3;S;2026-07-01 10:00:00;
775;RUP00000775;20251023;83;11;4;18;0;18;5.53;929.79;S;2026-07-01 10:00:00;
776;RUP00000776;20251020;93;3;5;40;0;40;6.16;2973.26;S;2026-07-01 10:00:00;
777;RUP00000777;20251103;73;11;6;20;0;20;6.83;1395.87;S;2026-07-01 10:00:00;
778;RUP00000778;20251217;106;7;4;28;0;28;4.6;3193.57;S;2026-07-01 10:00:00;
779;RUP00000779;20251205;75;9;6;21;0;21;5.16;1522.51;S;2026-07-01 10:00:00;
780;RUP00000780;20251118;35;10;1;36;0;36;5.64;4438.63;S;2026-07-01 10:00:00;
781;RUP00000781;20251220;24;9;8;16;0;16;6.21;2355.33;S;2026-07-01 10:00:00;
782;RUP00000782;20251130;42;9;5;16;0;16;1.37;820.27;S;2026-07-01 10:00:00;
783;RUP00000783;20251111;106;2;6;18;0;18;1.46;1541.98;S;2026-07-01 10:00:00;
784;RUP00000784;20251102;19;9;3;44;0;44;6.58;4236.41;S;2026-07-01 10:00:00;
785;RUP00000785;20251215;39;5;2;41;0;41;6.97;3635.75;S;2026-07-01 10:00:00;
786;RUP00000786;20251121;29;12;7;40;0;40;3.6;1394.22;S;2026-07-01 10:00:00;
787;RUP00000787;20251029;68;12;5;23;0;23;5.89;443.6;S;2026-07-01 10:00:00;
788;RUP00000788;20251015;1;12;4;17;0;17;1.28;728.44;S;2026-07-01 10:00:00;
789;RUP00000789;20251023;103;6;7;41;0;41;5.94;3933.78;S;2026-07-01 10:00:00;
790;RUP00000790;20251125;69;12;3;13;0;13;1.72;557.49;S;2026-07-01 10:00:00;
791;RUP00000791;20251222;32;1;5;36;0;36;3.52;1086.71;S;2026-07-01 10:00:00;
792;RUP00000792;20251122;37;8;1;13;0;13;6.1;1081.03;S;2026-07-01 10:00:00;
793;RUP00000793;20251020;72;11;6;37;0;37;3.42;1138.89;S;2026-07-01 10:00:00;
794;RUP00000794;20251007;7;5;7;32;0;32;6.78;1008.31;S;2026-07-01 10:00:00;
795;RUP00000795;20251204;27;6;6;44;0;44;1.34;2652.07;S;2026-07-01 10:00:00;
796;RUP00000796;20251123;79;10;6;34;0;34;5.55;1031.02;S;2026-07-01 10:00:00;
797;RUP00000797;20251007;98;3;2;39;0;39;1.56;1912.67;S;2026-07-01 10:00:00;
798;RUP00000798;20251113;47;11;4;17;0;17;4.87;2068.67;S;2026-07-01 10:00:00;
799;RUP00000799;20251127;24;12;6;14;0;14;3.07;1589.64;S;2026-07-01 10:00:00;
800;RUP00000800;20251016;62;7;1;21;0;21;2.12;1654.21;S;2026-07-01 10:00:00;
801;RUP00000801;20251028;103;2;6;32;0;32;5.7;2733.84;S;2026-07-01 10:00:00;
802;RUP00000802;20251221;100;12;2;18;0;18;4.09;983.23;S;2026-07-01 10:00:00;
803;RUP00000803;20251228;50;11;5;17;0;17;6.06;113.3;S;2026-07-01 10:00:00;
804;RUP00000804;20251009;47;11;7;18;0;18;5.87;1451.43;S;2026-07-01 10:00:00;
805;RUP00000805;20251222;74;12;5;10;0;10;6.62;296.0;S;2026-07-01 10:00:00;
806;RUP00000806;20251123;103;2;3;26;0;26;3.35;2163.36;S;2026-07-01 10:00:00;
807;RUP00000807;20251224;92;5;4;17;0;17;1.27;65.37;S;2026-07-01 10:00:00;
808;RUP00000808;20251004;70;10;6;15;0;15;5.48;1399.13;S;2026-07-01 10:00:00;
809;RUP00000809;20251018;106;10;3;20;0;20;4.61;1910.12;S;2026-07-01 10:00:00;
810;RUP00000810;20251116;41;1;2;26;0;26;6.52;497.99;S;2026-07-01 10:00:00;
811;RUP00000811;20251204;79;5;3;11;0;11;4.69;378.31;S;2026-07-01 10:00:00;
812;RUP00000812;20251213;22;7;8;12;0;12;2.86;606.14;S;2026-07-01 10:00:00;
813;RUP00000813;20251120;46;4;8;41;0;41;3.64;3615.79;S;2026-07-01 10:00:00;
814;RUP00000814;20251225;109;5;8;44;0;44;4.86;8015.36;S;2026-07-01 10:00:00;
815;RUP00000815;20251031;108;8;1;18;0;18;4.26;1469.46;S;2026-07-01 10:00:00;
816;RUP00000816;20251127;103;5;1;19;0;19;6.32;2058.05;S;2026-07-01 10:00:00;
817;RUP00000817;20251225;55;12;5;29;0;29;4.53;2673.57;S;2026-07-01 10:00:00;
818;RUP00000818;20251116;57;11;6;25;0;25;1.83;1183.28;S;2026-07-01 10:00:00;
819;RUP00000819;20251111;102;3;5;32;0;32;4.81;1930.69;S;2026-07-01 10:00:00;
820;RUP00000820;20251223;51;8;5;22;0;22;4.28;441.33;S;2026-07-01 10:00:00;
821;RUP00000821;20251217;112;1;8;24;0;24;3.28;1161.02;S;2026-07-01 10:00:00;
822;RUP00000822;20251028;34;6;8;35;0;35;3.87;736.58;S;2026-07-01 10:00:00;
823;RUP00000823;20251126;116;5;5;27;0;27;3.31;1734.62;S;2026-07-01 10:00:00;
824;RUP00000824;20251125;119;9;2;32;0;32;5.47;371.54;S;2026-07-01 10:00:00;
825;RUP00000825;20251116;6;3;3;26;0;26;2.47;2657.25;S;2026-07-01 10:00:00;
826;RUP00000826;20251105;104;10;6;41;0;41;2.85;472.57;S;2026-07-01 10:00:00;
827;RUP00000827;20251222;115;7;5;11;0;11;1.62;952.49;S;2026-07-01 10:00:00;
828;RUP00000828;20251209;11;1;7;27;0;27;6.6;2631.75;S;2026-07-01 10:00:00;
829;RUP00000829;20251203;67;12;2;32;0;32;4.04;1332.6;S;2026-07-01 10:00:00;
830;RUP00000830;20251104;22;10;1;44;0;44;2.77;1565.31;S;2026-07-01 10:00:00;
